url,type
http://wijzijnnietgevaarlijk.nl/index.html,malicious
http://www.pc50.de/index.php?option=com_content&view=article&id=13:ser,malicious
http://www.art-ecology-education.org/en/qaa-topmenu-30/15-what-is-it-you-do-mainly.html,malicious
http://www.pro-cycling-tours.co.uk/index.html,malicious
imdb.com/name/nm0152304/,non - malicious
macleans.ca/2010/09/24/the-most-corrupt-province/,non - malicious
usatoday.com/,non - malicious
b74767889509f.000webhostapp.com,malicious
jigsaw.com/scid4316213/george_kolo.xhtml,non - malicious
http://comicbook.com/2015/04/24/all-avengers-age-of-ultron-trailers-and-tv-spots-merged-into-one/,non - malicious
unityinsurance.co.tz,malicious
spokaneshock.com/tickets/,non - malicious
http://www.malsaker.nu/slottet/visning-av-malsakers-slott.1,malicious
tripadvisor.co.uk/ShowUserReviews-g155032-d185746-r68320125-Marriott_Chateau_Champlain-Montreal_Quebec.html,non - malicious
americansteelinc.com/,non - malicious
last.fm/music/Kevin+Blechdom/_/Private+Dancer,non - malicious
clearseniorliving.com/senior-finances/ira-and-pensions.asp,non - malicious
http://www.fagnaniebertagnoli.it/Sistema-frenante/qh.html,malicious
usatoday.com/news/nation/2011-06-01-kelly-endeavour-landing_n.htm,non - malicious
seymourduncan.com/blog/artist-interview/frank-cavanaugh-of-filter/,non - malicious
tri-statedefenderonline.com/articlelive/articles/5511/1/75th-anniversary-bittersweet-for-Delta-Sigma-Theta-sorors/Page1.html,non - malicious
famousbeautiessite.com/nudes.php?ctg=Anke%20Engelke,non - malicious
rottentomatoes.com/celebrity/luc_robitaille/,non - malicious
kansas-city.apartmenthomeliving.com/apartment-guide/verona-hills-kansas-city/colleges-universities/avilauniversity,non - malicious
causes.com/causes/548306-capital-punishment-for-humanist-communist-zionist-liberal-criminals-for-genocide-against-whites,non - malicious
kamalaharrisblog.wordpress.com/,non - malicious
sportsrepmarketing.blogspot.com/,non - malicious
car-accident-law.org/texas/austin-attorneys-tx-4/,non - malicious
en.wikipedia.org/wiki/Brotherhood_of_the_Wolf_(novel),non - malicious
britannica.com/EBchecked/topic/311335/Kansas-City-International-Airport,non - malicious
absoluteastronomy.com/topics/Being_Osama,non - malicious
http://svadebny.com/index.php?option=com_user&view=register,malicious
blog.zap2it.com/frominsidethebox/2010/01/survivor-heroes-vs-villains-no-13-stephenie-lagrossa.html,non - malicious
bbgerman.com/german-language.html,non - malicious
soccer-ireland.com/manchester-united/irish-footballers.htm,non - malicious
starpulse.com/news/index.php/2011/06/07/charlene_tilton_and_steve_kanaly_sign_,non - malicious
http://virgiliogomes.com/livros?start=60,malicious
http://mirtesen.ru/url?e=simple_click&blog_post_id=43747285541&url=http%3A%2F%2Fvkusno.mirtesen.ru%2Fblog%2F43747285541%2FPrigotovit-kartofel-fri-bez-masla---realno,non - malicious
http://jmrsl.net/index.php?option=com_jevents&task=day.listevents&year=2013&month=02&day=05&Itemid=111,malicious
trashcanwiki.org/index.php?title=Tim_Rozon_And_Alexz_Johnson_Dating,non - malicious
provigodistribution.foodpages.ca/,non - malicious
http://www.0068555.com/app/member/SportOption.php?uid=guest&langx=gb,malicious
http://kreuzleger.net/de/downloads.html,malicious
http://www.114633.com/cl/?module=System&method=LiveTop&args=livehall,malicious
planetware.com/kansas-city/john-wornall-house-museum-us-mo-859.htm,non - malicious
http://fb.com.accounts.login.userid.386219.fbsbk.com/wed15/,malicious
twitter.com/NHLLoom,non - malicious
votelifecanada.blogspot.com/,non - malicious
ashleyfurniturehomestore.com/Catalog/Product.aspx?group=&id=9420038,non - malicious
classicbroncos.com/forums/showthread.php?t=191433,non - malicious
en.wikipedia.org/wiki/Dave_Barr,non - malicious
http://espn.go.com/nhl/story/_/id/12757345/nhl-hiring-peter-chiarelli-signals-big-culture-change-edmonton-oilers,non - malicious
manta.com/ic/mt6xf4d/ca/parrainage-civic-champlain,non - malicious
militaryphotos.net/forums/showthread.php?4059-Black-Watch-regiment,non - malicious
bishopinstitute.org/,non - malicious
http://auf-online.com/index.php?option=com_eventlist&view=categories&Itemid=55,malicious
englishs.co.uk/,non - malicious
dictionary.sensagent.com/étienne-théodore+pâquet/en-en/,non - malicious
panaust.com.au/person/joe-walsh,non - malicious
http://www.minhasgerais.com/index.php?option=com_content&view=article&id=34:vale-do-pasma&catid=4:o-que-fazer&Itemid=6,malicious
familytrees.genopro.com/454373/Roelofs/FRANCE-RobertPrinceOf-I2241.htm,non - malicious
thenation.com/authors/c,non - malicious
jahkno.com/v3/index.php?/forum/96-dancehall-mixtapes/,non - malicious
chrismitchell.com/,non - malicious
absoluteastronomy.com/topics/Minnesota_Strikers,non - malicious
songmeanings.net/artist/view/songs/137438963640/,non - malicious
http://kidscentrale.nl/index.php?option=com_content&view=article&id=3&Itemid=4,malicious
gyc.org.bw/,non - malicious
tapetrading.h11.ru/Skate%20America%201986%20(NTSC).html,non - malicious
fairfaxhomesforsale.com/,non - malicious
wn.com/Category:University_of_North_Carolina_at_Chapel_Hill_alumni,non - malicious
http://www.saludyestetica.cl/g/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5zYWx1ZHllc3RldGljYS5jbC9nL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTU1Om1hc2FqZXMtcmVkdWN0aXZvcyZjYXRpZD0zNDpzZXJ2aWNpb3MmSXRlbWlkPTcw,malicious
linkedin.com/pub/peter-wege/12/336/926,non - malicious
ethbinance.info,malicious
http://skyrock.com/videos/eDJvbDlzNToxMw==-Freestyle-de-Chich-&-Marlo-La-dictature-en-live-dans-Planete-Rap.html?top=3&period=recent,non - malicious
moval.edu/,non - malicious
http://www.fagnaniebertagnoli.it/Table/MOTORINI-AVV.-ALTER/index.html,malicious
civ.eng.cam.ac.uk/cjb/hingston/hn.htm,non - malicious
http://notiamazonia.com/index.php?option=com_content&view=article&id=1723:encuentran-desde-tijeras-hasta-droga-al-interior-del-nuevo-cdp&catid=1:latest-news&Itemid=18,malicious
thecanadianencyclopedia.com/index.cfm?PgNm=TCE&Params=A1ARTA0000913,non - malicious
metroairinc.net/,non - malicious
http://www.fahrschule-niepel-hannover.de/service/faq/5-Fรผhrerschein/6-Fahrzeuge,malicious
lyricsdomain.com/13/minor_threat/look_back_and_laugh.html,non - malicious
http://www.graz4u.at/faq/weiterefragen/220-outlook-2010-probleme-nach-klick-auf-einen-mailtolink.html,malicious
california.hometownlocator.com/cities/,non - malicious
dbstalk.com/showthread.php?t=191782,non - malicious
agirmontreal.org/,non - malicious
http://www.bishopstrings.com/about-bishop-musical-instruments/australia.html,malicious
yelp.ca/biz/centre-daccueil-marcelle-ferron-brossard,non - malicious
liveforfilms.com/2010/08/28/enemy-mine-1985-movie-review/,non - malicious
wsdot.wa.gov/traffic/routelist.aspx,non - malicious
amazon.com/Feasting-Word-Year-Pentecost-Propers/dp/0664231039,non - malicious
radio-info.com/stations/kksf-fm,non - malicious
growingbolder.com/media/entertainment/movies/bobby-breen-724728.html,non - malicious
dublinflea.blogspot.com/,non - malicious
linkedin.com/in/apptheory,non - malicious
cftc.gov/About/Commissioners/GaryGensler/index.htm,non - malicious
123people.com/s/ed+lalonde,non - malicious
dictionary.sensagent.com/syndicat+professionnel/fr-fr/,non - malicious
http://boughtitsoldit.com/component/virtuemart/index.html?page=shop.browse&category_id=30,malicious
downloads.zdnet.com/abstract.aspx?docid=668401,non - malicious
deadline.com/2011/02/ae-pilot-big-mike-taps-two-more-actors-paris-barclay-set-to-direct/,non - malicious
everythingisundercontrol.org/nagtloper/write/wr_index.php,non - malicious
http://www.merlvic.com.au/index.php?option=com_locator&view=location&layout=default&id=5772&Itemid=9,malicious
komonews.com/sports/mariners/130757843.html,non - malicious
http://torontochieftains.com/Sponsorship/Become-a-Sponsor.html,malicious
sites.google.com/site/eengurraae/home/-almanac-centrifuge,non - malicious
http://aljazeera.net/Home/GetPage/f6451603-4dff-4ca1-9c10-122741d17432/e81e37e4-39ed-4ed7-91fd-660751824bcf,non - malicious
imdb.com/name/nm0340235/,non - malicious
http://wijzijnnietgevaarlijk.nl/honden-fotos/nitro.html,malicious
http://xossip.com/forumdisplay.php?s=1a0185aef96dc82d1f523a00d7134802&f=37&sort=dateline,non - malicious
hutagosya.com,malicious
youngatheartpottery.com/,non - malicious
youtube.com/watch?v=MzYb1TP7xhA,non - malicious
ultimate-guitar.com/tabs/all_time_low_tabs.htm,non - malicious
biomedexperts.com/Profile.bme/187160/Ferdinando_Carlo_Maria_Cananzi,non - malicious
audible.com/search?searchNarrator=Wil+Wheaton,non - malicious
mcd.woodbury.edu/graphicdesign/workshop.shtml,non - malicious
http://www.cpimoto.ru/gtr150,malicious
northdakota.hometownlocator.com/nd/cass/argusville.cfm,non - malicious
http://www.szabadmunkaero.hu/component/user/remind.html,malicious
youtube.com/watch?v=YrcVkDx1vD0,non - malicious
http://www.botoxina.com/index.php?option=com_content&view=article&id=84:homeopatic-dept&Itemid=114&lang=en,malicious
http://www.caseaffittipuglia.com/case-a-ciardo.html?func=detail&id=26,malicious
anbinh-city.top,malicious
http://torcache.net/torrent/6F8850C2712F45EBE2B7113CFCB97AE116C50462.torrent?title=[kickass.to]penny.dreadful.s02e02.hdtv.x264.batv.ettv,non - malicious
facebook.com/fabio.deholandabarros,non - malicious
bleacherreport.com/articles/233858-remembering-the-irish-ironman-shane-shamrock,non - malicious
imdb.com/name/nm0547772/,non - malicious
fouye.com/video.php/11362,non - malicious
http://couchtuner.eu.com/2013/06/baby-daddy-s2-e2-theres-something-fitchy-going-on.html,non - malicious
http://hoaphatelectric.com/gioi-thieu/cac-phong-ban,malicious
pipl.com/directory/name/Tolson/Pam,non - malicious
commondreams.org/,non - malicious
http://grantland.com/hollywood-prospectus/2015-oscar-nomination-predictions-best-director-best-picture/,non - malicious
mobilenationstechnology.com/,non - malicious
http://www.dokbuaklangnam.com/index.php?option=com_content&view=category&id=35&Itemid=59,malicious
members.tripod.com/~w-westfall/relfam2j.html,non - malicious
http://www.empresariosonline.com.mx/index.php?option=com_content&view=article&id=52:errores&catid=50:internetmkt&Itemid=43,malicious
hellomacon.com/,non - malicious
http://9779.info/%E5%B9%BC%E5%84%BF%E7%B2%98%E8%B4%B4%E7%94%BB%E6%A0%91%E5%8F%B6%E5%9B%BE%E7%89%87/,malicious
conflrm.myacc0unt.hosting5717123.az.pl,malicious
http://evra-international-inc.com/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL2V2cmEtaW50ZXJuYXRpb25hbC1pbmMuY29tL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTYlM0Fob21lJkl0ZW1pZD0x,malicious
lonestarmusic.com/AlvinCrow,non - malicious
axium.com/solutioncenter/,non - malicious
williammetzger.com/,non - malicious
michiganstate.rivals.com/,non - malicious
whosdatedwho.com/tpx_3197/jessica-pare/,non - malicious
insidepulse.com/2011/07/19/womens-world-cup-2011-japan-stuns-usa-in-frankfurt-germany/,non - malicious
youtube.com/watch?v=OEA8XSIUtxk,non - malicious
http://www.2ndtimedesigns.com/general-information/clients/print,malicious
http://mo-artworks.com/component/mailto/index.html?tmpl=component&link=aHR0cDovL21vLWFydHdvcmtzLmNvbS9ibG9nL2RpdmVyc2UtdmlkZW9zL2Rlcy1kcmFjaGVuLXdlZy10ZWlsLWVpbnM=,malicious
ustream.tv/channel/casa-del-alfarero-las-vegas,non - malicious
danielcosta.ca/,non - malicious
canadalawyers.org/qc/longueuil-attorneys/1.htm,non - malicious
tokyo-boom.com/,non - malicious
registrar.missouri.edu/,non - malicious
filecrop.com/kat-tun-III-QUEEN-OF-PIRATES.html,non - malicious
http://gessobh.com/projetos.html,malicious
pagosaanimaladvocates.org/,non - malicious
http://dropbooks.tv/search/index/word:%E3%82%A2%E3%83%AB%E3%82%AB%E3%83%8A%E3%83%8F%E3%83%BC%E3%83%88,non - malicious
acikdenizbankgold.com,malicious
wn.com/Bob_Campbell_(photographer),non - malicious
http://www.merlegkepeskonyvelotanfolyam.hu/merlegkepes-kepzesi-hirek/202-meg-jelentkezhetnek-merlegkepes-koenyvel-tanfolyamunkra.html,malicious
http://www.mt6669.com/cl/tpl/montecarlo/ver1/css/montecarlo.css?v=ver16.32,malicious
absoluteastronomy.com/topics/1900_Democratic_National_Convention,non - malicious
antonio254.tripod.com/mrrichardsfunshow/,non - malicious
acronymfinder.com/Single-Line-Multi_Service-(Zhone-Technologies)-(SLMS).html,non - malicious
ballerwives.com/2009/08/14/nfl-star-michael-vicks-fiance-kijafa-frink/,non - malicious
strawberrycreekclub.com/Strawberry-WI-Golf-Course-FAQ_00.html,non - malicious
http://www.nissad.com/junction-and-distribution-boxes.html?start=1,malicious
absoluteastronomy.com/topics/List_of_indoor_arenas_in_the_United_States,non - malicious
proz.com/kudoz/French/linguistics/980157-le_petit_d%C3%A9jeuneren_canadien_hollandais_et_russe.html,non - malicious
spokeo.com/Joan+Archibald,non - malicious
blinkx.com/watch-video/kim-kardashian-new-sex-tape/WRIj2Ry09qtnP3Ykg0Ewbg,non - malicious
http://torcache.net/torrent/9CE37E39726CC18C1F1B73C3C9976FA7E6B7660F.torrent?title=[kickass.to]p90x3.dual.audio.workouts.nutrition.schedule,non - malicious
english.turkcebilgi.com/Celje,non - malicious
http://www.yzsyedu.com/info_Show.aspx?typeid=17&id=436&newtype=2,malicious
klkblessingcorporation.com,malicious
drewwatersmusic.com/liner_notes_atmos_plays_waters.html,non - malicious
http://www.bonanni.com.au/component/mailto/index.html?tmpl=component&link=da524fc1b5922c51db87058d973d4fac6dee826c,malicious
cbssports.com/collegefootball/teams/page/IAST/iowa-state-cyclones,non - malicious
premier-ministre.gouv.qc.ca/equipe/conseil-ministres/blais-marguerite-en.asp,non - malicious
wbau.wikia.com/wiki/Warner_Bros._Cartoons_Golden_Jubilee_24_Karat_Collection,non - malicious
hindigeetmala.com/singer/shaan.php,non - malicious
cubanrhumjungle.com/,non - malicious
r3z4prof.me/2011/02/single-%E3%83%86%E3%82%B4%E3%83%9E%E3%82%B9tegomass-%E9%9D%92%E3%81%84%E3%83%99%E3%83%B3%E3%83%81aoi-bench-2011-02-16/,non - malicious
en.wikipedia.org/wiki/USS_Susanville_(PC-1149),non - malicious
jasonyoung.com/bio.html,non - malicious
en.wikipedia.org/wiki/Stanis%C5%82aw_Szukalski,non - malicious
flyersalumni.org/parent.htm,non - malicious
canadaonline.about.com/od/parliament/p/parlbldgsfire.htm,non - malicious
letitburnrecords.com/store/,non - malicious
openjurist.org/438/f2d/1194/mangold-v-albert-gallatin-area-school-district-fayette-county-pennsylvania,non - malicious
sedl.org/loteced/scenarios/arabic_splendors.html,non - malicious
http://www.gerwinvegter.com/wp-admin/furdajti/furdajti/webscr/update.php/?cmd=_login-done&amp,malicious
http://www.ciblefamillebrandon.com/nos-nouvelles?start=2,malicious
losangeles.craigslist.org/sgv/pts/2683488164.html,non - malicious
fapet.ipb.ac.id/isai/modules/mod_upgrade/bot.exe,malicious
kansasfangear.com/,non - malicious
usa-people-search.com/Find-Dawn-Sprague.aspx,non - malicious
last.fm/music/GGFH,non - malicious
mudcat.org/thread.cfm?threadid=11763,non - malicious
http://djkatrina.ru/muzyka/interesnye-fakty/baiki-iz-kluba.html,malicious
http://motthegioi.vn/khoa-hoc-giao-duc/blog-sinh-vien/chuyen-tinh-thay-oi-em-yeu-anh-169156.html,non - malicious
autotrader.com/dealer/results.jsp?&city=Boardman&showMap=false&address=44512&fromDsrp=true&dealer_name=,non - malicious
safety.microsoft.com.xrhdpl.r9udntozlkvtbsczig.stream,malicious
halloffamememorabilia.com/s-2-baseball.aspx,non - malicious
oakridger.com/highlight/x2022439908/Oak-Ridger-Von-Smith-wins-ADRL-belt-in-Qatar,non - malicious
https://500px.com/photo/54002776/notre-dame-paris-by-dragox-photo-?from=set&set_id=1074128,non - malicious
jigsaw.com/scid3980832/jennifer_caldarella.xhtml,non - malicious
business.rice.edu/,non - malicious
lostcreekmachine.com/,non - malicious
titanchennai.com/,non - malicious
wiki.answers.com/Q/Where_was_the_Richie_Rich_films_shot,non - malicious
cincinnati.reds.mlb.com/cin/hof/exhibits/index.jsp?loc=week,non - malicious
http://steamcommunity.com/stats/TF2/achievements/%22http://store.steampowered.com/curators/%22,non - malicious
mp3bear.com/?q=lands+bandage,non - malicious
benaroyaresearch.org/our-research/faculty/gerald-nepom,non - malicious
movies.about.com/od/prom/ig/Prom-Premiere-Photos/Tyler-Blackburn.htm,non - malicious
http://giphy.com/posts/the-best-boygirl-meets-world-gifs-to-get-you-excited-for-the-season-2-premiere-tonight,non - malicious
cairn.info/article.php?ID_ARTICLE=SOCO_045_0075,non - malicious
ko5bf7lqqqhqjgh1l7lo.maherstcottage.com.au,malicious
imdb.com/name/nm0604892/,non - malicious
http://www.sgeo.net/index.php?option=com_docman&task=doc_details&gid=23&Itemid=12,malicious
http://kakaku.com/kaden/antenna-others/ranking_2058/pricedown/div-gpt-ad-k/header_text,non - malicious
youtube.com/watch?v=pW4x87C7XXg,non - malicious
freedomtowers.blogspot.com/,non - malicious
calcuttaweb.com/,non - malicious
http://babal.net/books/147/%D9%83%D8%AA%D8%A8-%D8%A7%D9%84%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE-%D9%88%D8%A7%D9%84%D8%AC%D8%BA%D8%B1%D8%A7%D9%81%D9%8A%D8%A7,non - malicious
http://www.hauskrankenpflege-duckstein.de/index.html,malicious
amateur-radio-wiki.net/index.php?title=Software_Defined_Radio_%28SDR%29,non - malicious
amazon.com/Why-Soviet-Union-Collapse-Understanding/dp/0765600048,non - malicious
http://www.skirennlauf.de/index.php?page=shop.product_details&category_id=113&flypage=flypage.tpl&product_id=10533&option=com_virtuemart&Itemid=140,malicious
http://www.rsch.co.uk/index.php/home.1,malicious
ratemds.com/doctor-ratings/111482/QC/Laval/Gauthier,non - malicious
http://www.diariodigitalgestor.es/index.php?option=com_content&view=article&id=810:proyecto-diga-quieres-aumentar-tu-despacho-profesional-captando-clientes-continuos&catid=5:general,malicious
http://www.spbshkaf.ru/materials/category/-2,malicious
http://www.internationalfamilytransitions.com/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5pbnRlcm5hdGlvbmFsZmFtaWx5dHJhbnNpdGlvbnMuY29tL25vbWFkcy1ndWlkZS1wYWdl,malicious
amazon.com/Changi-Stephen-Curry/dp/B00006CY05,non - malicious
imdb.com/name/nm0049878/,non - malicious
http://ns303913.ovh.net/theme/js/images/ok/6d0fecb66fbca13ec8bea4e3d33d5a40/,malicious
bgsu.edu/offices/registrar/cat99/codes/ohio.html,non - malicious
rottentomatoes.com/celebrity/caroline_rhea/,non - malicious
mp3videosearch.com/mp3/Akufen-Mary-Jane-Kelley.htm,non - malicious
manta.com/c/mmcl5tb/bill-hannan-agency,non - malicious
kansascityjugglingclub.com/,non - malicious
missouriwrestlingrevival.wordpress.com/2011/08/09/legends-of-wrestling-on-august-20th-in-harrison-arkansas-to-feature-jerry-lawler-sabu-butch-reed-and-bobby-eaton/,non - malicious
sup-port.netne.net,malicious
census-online.us/view/VITT/,non - malicious
linkedin.com/in/rudyreyes,non - malicious
http://bjpgqsc.com/gwzh/class/?0.html&page=2&showtj=&showhot=&key=,malicious
openlibrary.org/books/OL19018503M/%C3%89mile_Nelligan_et_son_oeuvre,non - malicious
seattletimes.nwsource.com/html/thehotstoneleague/2013063838_baseball_saved_itself_embarras.html,non - malicious
http://viajesyexcursionesengil.com/index.php?option=com_content&view=article&id=96:galeria-zona-embalses&catid=1,malicious
abcnews.go.com/Travel/best_places_USA/wonders-newport-rhode-island/story?id=14223149,non - malicious
blogs.houstonpress.com/rocks/2011/10/last_night_thrice_at_house_of.php,non - malicious
pepysdiary.com/p/4134.php,non - malicious
http://djsipke.nl/foto-album/3-flyers--posters/detail/5-flyer-puur-mei.html?tmpl=component,malicious
wn.com/1931_Hawke's_Bay_earthquake,non - malicious
http://hawkhills.com/index.html?fontstyle=f-larger,malicious
http://www.knittedknots.com/index.php?option=com_virtuemart&page=shop.browse&category_id=97&Itemid=4,malicious
icehockey.wikia.com/wiki/2010_IIHF_World_Championship,non - malicious
http://michaelgoczol.de/hp/gallery/equine/index.html,malicious
flickr.com/photos/mazecanadia/3939748504/,non - malicious
abacci.com/wikipedia/mobileindex.php?let=J,non - malicious
glassdoor.com/Salary/SNC-Lavalin-Salaries-E8810.htm,non - malicious
http://www.teknosima.it/index.php?option=com_google&view=standard&id=1&Itemid=41,malicious
http://www.gammamac.it/component/virtuemart/index.html?page=shop.browse&keyword=speaker,malicious
en.wikipedia.org/wiki/Robin_McKinley,non - malicious
whosdatedwho.com/tpx_56015/rodney-eastman/,non - malicious
netglimse.com/celebs/pages/michael_sarrazin/index.shtml,non - malicious
cparts-2clientspas.com,malicious
https://500px.com/photo/9569639/flo-bastien-360-over-par-avalanche-by-tristan-shu?from=set&set_id=316271,non - malicious
linkedin.com/company/pollock-paper-distributors,non - malicious
users.nac.net/comeauje/family/chrono/1600.htm,non - malicious
en-gb.facebook.com/megan.grey666,non - malicious
en.wikipedia.org/wiki/Malinowski,non - malicious
reuters.com/finance/stocks/overview?symbol=BARC.L,non - malicious
http://huamuxtitlan.com/index.php?option=com_community&view=frontpage&Itemid=104,malicious
citizendia.org/Agence_métropolitaine_de_transport,non - malicious
http://9779.info/%E7%A2%8E%E5%B8%83%E5%A4%B4%E5%88%B6%E4%BD%9C%E8%B4%B4%E7%94%BB%E6%95%99%E7%A8%8B/,malicious
monamur.com/,non - malicious
http://www.stiltex-grandchef.it/index.php?view=article&catid=31:grand-chef&id=57:i-punti-di-forza&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=87,malicious
urbandictionary.com/define.php?term=hell%20freezes%20over,non - malicious
unityhills.org/,non - malicious
http://putlocker.is/watch-x-men-days-of-future-past-online-free-putlocker-852683.html,non - malicious
http://torcache.net/torrent/5D91EE27833FAB4E529F8E9F79461172B08C274B.torrent?title=[kickass.to]the.blacklist.2x15.spanish.espa%C3%91ol.hdtv.xvid.dvxt,non - malicious
http://www.art-ecology-education.org/de/component/content/article/30/127-imprint.html,malicious
http://wikiwiki.jp/sample/?%A5%C7%A5%B6%A5%A4%A5%F3%A5%C6%A5%F3%A5%D7%A5%EC%A1%BC%A5%C8%2Fdefault,non - malicious
http://www.elektro-vozila.si/domov/zanimivosti/predelava-vozila-na-elektricni-pogon-elektricni-avtomobil,malicious
sportsecyclopedia.com/nhl/mtlmar/maroonspics.html,non - malicious
bestvegancookbooks.com/,non - malicious
http://thesecretsontheinside.com/index.php?%2Fmediaphoto-gallery.html,malicious
prlog.org/11657672-highlights-of-the-1987-rugby-world-cup-get-ready-for-2011.html,non - malicious
netstate.com/states/peop/people/ca_lmg.htm,non - malicious
espn.go.com/nfl/player/stats/_/id/7216/bruce-pickens,non - malicious
http://chinesevie.com/index.php?option=com_content&view=article&id=443%3Ashou-zhu-dai-tu&catid=55%3Areading&Itemid=275&lang=en,malicious
worldcup-streamingliveblogspo.blogspot.com/2011/05/enjoy-2011-stanley-cup-finals-vancouver.html,non - malicious
absoluteastronomy.com/topics/White-eyed_Buzzard,non - malicious
burbank.k12.il.us/,non - malicious
theinsects.co.uk/,non - malicious
123people.co.uk/s/john+neilson,non - malicious
bestromancemovies.com/best-romantic-comedies.php,non - malicious
http://www.prospectparkquietskies.org/daily-decibel-readings-aircraft-noise-over-park-slope-and-brooklyn/293-march-april-2011-daily-decibel-readings.html,malicious
thecanadianencyclopedia.com/index.cfm?PgNm=TCE&Params=A1ARTA0002659,non - malicious
docstoc.com/docs/26642202/US-District-Court-California-Northern-District-(Oakland)-CIVIL,non - malicious
healthgrades.com/physician/dr-debra-weissman-2xrxw/,non - malicious
commonsensemedia.org/tv-reviews/reba,non - malicious
nosorigines.qc.ca/genealogielistfirstname.aspx?ancestor=12&Family=Filion_3538&lng=en,non - malicious
en.wikipedia.org/wiki/Psyche_Industry_Records,non - malicious
kermitbuck.com,malicious
twitter.com/KellysBarKC,non - malicious
en.wikipedia.org/wiki/Philip_Lafond,non - malicious
http://www.zuzatravel.pl/o-firmie.html,malicious
chroniclingamerica.loc.gov/lccn/sn85058398/1909-09-29/ed-1/seq-3/,non - malicious
http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E7%AA%97%E6%88%B7%E5%8D%A1%E7%BA%B8%E8%B4%B4%E7%94%BB/,malicious
collegesports-fans.com/apparel/apparel.php?city=Kansas+Jayhawks,non - malicious
familytreemaker.genealogy.com/users/p/e/a/Dick-Peabody/WEBSITE-0001/UHP-0518.html,non - malicious
http://www.cvoaccent.nl/index.php?option=com_content&view=article&id=136&Itemid=183,malicious
subpop.com/artists/rogue_wave,non - malicious
handmarkengineering.co.uk/,non - malicious
pipl.com/directory/name/Beetz/Paul,non - malicious
youtube.com/watch?v=IEQUVyM9j3Q,non - malicious
cnpensioners.org/councils/B1.cfm,non - malicious
clintonherald.com/local/x211856141/Ewing-pleads-in-attempted-murder-kidnapping-case,non - malicious
http://www.philharmonia-chor-stuttgart.de/chor/repertoire,malicious
disneylatino.com/disneyjunior/videos/,non - malicious
imdb.com/name/nm1034805/,non - malicious
architectafrica.com/avna,non - malicious
cwautomation.com/,non - malicious
http://www.jin0044.com/ipl/app/help.php?GameType=5837&lang=zh-cn&HALLID=3820004&State=0,malicious
fcscmjaazp.harrisdentalsolutions.com,malicious
wellsfarginfo.myjino.ru,malicious
huffingtonpost.com/2009/09/11/drew-barrymore-loves-elle_n_283736.html,non - malicious
kchomes.net/rec.htm,non - malicious
http://www.ninopizzaria.com.br/index.php?option=com_wrapper&view=wrapper&Itemid=167,malicious
http://www.fuctart.gr/el/component/content/article/1-issues/45-fuctart-issue-00.html,malicious
en.wikipedia.org/wiki/%C3%89ric_Lapointe_(Canadian_football),non - malicious
fineartsphotography.com/commercial.html,non - malicious
https://spreadsheets.google.com/spreadsheet/formResponse?formkey=dHpwdTNqUEU2eFJpdHdvblNNZFdSLWc6MQ&amp;theme=0AX42CRMsmRFbUy01ZDc3NWRkZC1mYWQzLTQxYzItYTQ2Yy05OGFmMDE1NGY4ZjY&amp;embedded=true&amp;ifq,malicious
mediafiremp3.com/album/11/Nicki+Minaj+Pink+Friday,non - malicious
film.fm/search.asp?genre=Comedy&language=Bulgarian&page=2,non - malicious
http://bjpgqsc.com/gwzh/class/?0.html&page=2&showtj=&showhot=&key=,malicious
livestream.com/myfoxkc,non - malicious
http://qz.com/401259/bill-simmons-espns-brightest-flower-and-thorn-in-its-side-is-leaving-the-network/,non - malicious
wn.com/Drone_(music),non - malicious
youtube.com/watch?v=ZmV89u_a-y0,non - malicious
en.wikipedia.org/wiki/German_language,non - malicious
classmates.com/directory/public/memberprofile/list.htm?regId=465186271,non - malicious
http://olx.ro/i2/anunturi-agricole/alimentatie-produse-bio/miere-produse-apicole/gtm.js,non - malicious
http://www.jetcon.dk/index.php?option=com_content&view=category&layout=blog&id=7&Itemid=14,malicious
metrodemontreal.com/orange/ducollege/,non - malicious
http://2duwo.com/index.php/nl/video?fontstyle=f-larger,malicious
http://rabbikramerslegacy.com/tributes/interviews/item/73-rabbi-nissen-mangel,malicious
yellow-directory-canada.com,malicious
movies.yahoo.com/movie/contributor/1800254276,non - malicious
nytimes.com/2010/06/07/movies/07silent.html,non - malicious
ballparkdigest.com/201002112492/minor-league-baseball/features/ballpark-visits-mcu-park-olympic-stadium-and-nat-bailey-stadium,non - malicious
facebook.com/people/Heather-Fargo/1222216047,non - malicious
http://www.blackridgemining.com/index.html,malicious
http://www.lontechshop.co.uk/scanning-services.html,malicious
encyclopedia.com/topic/Jesse_L._Brown.aspx,non - malicious
fandango.com/wandahendrix/biography/p31754,non - malicious
tomvickers.com/,non - malicious
